episode,frame,task,subtask,point_id,point,u,v,d_rel,z_metric,in_bounds
0,24,0,1,1,left_base,73.50575256347656,107.4078598022461,0.5805074572563171,0.769597053527832,True
0,24,0,1,2,right_base,105.58931732177734,106.4002456665039,0.5984846949577332,0.76882404088974,True
0,25,0,1,0,root,87.24189758300781,88.47209930419922,0.5331116914749146,0.735103189945221,True
0,25,0,1,1,left_base,73.31095123291016,106.74980163574219,0.5795595645904541,0.7686265707015991,True
0,25,0,1,2,right_base,105.46199035644531,106.07001495361328,0.5959758758544922,0.7684531807899475,True
0,26,0,1,0,root,87.57666015625,87.75071716308594,0.5420349836349487,0.7346314787864685,True
0,26,0,1,1,left_base,73.29239654541016,105.85519409179688,0.5844347476959229,0.7678764462471008,True
0,26,0,1,2,right_base,105.49929809570312,105.58587646484375,0.5999000668525696,0.7683554887771606,True
0,27,0,1,0,root,88.01375579833984,86.27685546875,0.5324531197547913,0.7337668538093567,True
0,27,0,1,1,left_base,73.35977172851562,104.23495483398438,0.577365517616272,0.7667343020439148,True
0,27,0,1,2,right_base,105.63172149658203,104.39703369140625,0.5884405374526978,0.7678558826446533,True
0,28,0,1,0,root,88.50208282470703,84.0724868774414,0.5415258407592773,0.7331021428108215,True
0,28,0,1,1,left_base,73.50483703613281,101.90691375732422,0.5774354338645935,0.7658424973487854,True
0,28,0,1,2,right_base,105.82305145263672,102.48359680175781,0.5904750227928162,0.7675555348396301,True
0,29,0,1,0,root,88.93146514892578,81.64018249511719,0.5302095413208008,0.7341158986091614,True
0,29,0,1,1,left_base,73.71517181396484,99.34553527832031,0.5874074697494507,0.7667911648750305,True
0,29,0,1,2,right_base,105.99369049072266,100.25247192382812,0.5957456827163696,0.7688812017440796,True
0,30,0,1,0,root,89.22681427001953,79.8268814086914,0.5303251147270203,0.7377396821975708,True
0,30,0,1,1,left_base,73.93152618408203,97.36308288574219,0.5877812504768372,0.7704502940177917,True
0,30,0,1,2,right_base,106.05345916748047,98.50106811523438,0.5971408486366272,0.7727353572845459,True
0,31,0,1,0,root,89.2766342163086,78.53923797607422,0.5271937251091003,0.7433586120605469,True
0,31,0,1,1,left_base,74.03011322021484,95.90750885009766,0.5872485637664795,0.7761479616165161,True
0,31,0,1,2,right_base,105.9140625,97.1548080444336,0.5961524844169617,0.7785064578056335,True
0,32,0,1,0,root,88.96435546875,78.10344696044922,0.5266323089599609,0.7513524889945984,True
0,32,0,1,1,left_base,73.8694076538086,95.26034545898438,0.5860574245452881,0.7842325568199158,True
0,32,0,1,2,right_base,105.42459869384766,96.54263305664062,0.6015410423278809,0.7865995168685913,True
0,33,0,1,0,root,88.46027374267578,79.1490478515625,0.5261821746826172,0.7621540427207947,True
0,33,0,1,1,left_base,73.58362579345703,96.01131439208984,0.5893011093139648,0.7950605154037476,True
0,33,0,1,2,right_base,104.71006774902344,97.2972412109375,0.5998804569244385,0.7974154353141785,True
0,34,0,1,0,root,88.1778793334961,81.48040008544922,0.5451050400733948,0.7756546139717102,True
0,34,0,1,1,left_base,73.5933609008789,97.97688293457031,0.6032945513725281,0.8086296916007996,True
0,34,0,1,2,right_base,104.19859313964844,99.20256805419922,0.6213808655738831,0.8109009265899658,True
0,35,0,1,0,root,88.26669311523438,84.42524719238281,0.5492348670959473,0.7903010845184326,True
0,35,0,1,1,left_base,73.99205780029297,100.54515075683594,0.601363480091095,0.8233447670936584,True
0,35,0,1,2,right_base,104.05056762695312,101.67608642578125,0.6231495141983032,0.8254880905151367,True
0,36,0,1,0,root,88.7377700805664,87.40110778808594,0.5573394298553467,0.8043168187141418,True
0,36,0,1,1,left_base,74.71110534667969,103.16309356689453,0.6041305065155029,0.837363600730896,True
0,36,0,1,2,right_base,104.26624298095703,104.22679901123047,0.6228760480880737,0.8394534587860107,True
0,37,0,1,0,root,89.34318542480469,89.85843658447266,0.557258665561676,0.8157867789268494,True
0,37,0,1,1,left_base,75.4719009399414,105.32207489013672,0.6048222184181213,0.8487716913223267,True
0,37,0,1,2,right_base,104.62964630126953,106.36787414550781,0.6296968460083008,0.8509042859077454,True
0,38,0,1,0,root,89.75801849365234,90.65540313720703,0.5582954287528992,0.8210386037826538,True
0,38,0,1,1,left_base,75.925537109375,105.99283599853516,0.6047333478927612,0.8539289832115173,True
0,38,0,1,2,right_base,104.90837860107422,107.04441833496094,0.6338163018226624,0.8561933040618896,True
0,39,0,1,0,root,89.88272857666016,90.59210968017578,0.5597976446151733,0.8213231563568115,True
0,39,0,1,1,left_base,76.005615234375,105.8559341430664,0.6093676090240479,0.8542754650115967,True
0,39,0,1,2,right_base,104.97848510742188,106.94992065429688,0.635769248008728,0.8567425012588501,True
0,40,0,1,0,root,89.83753967285156,89.95137023925781,0.5538529753684998,0.8186264038085938,True
0,40,0,1,1,left_base,75.8390884399414,105.10762786865234,0.6022072434425354,0.8518354892730713,True
0,40,0,1,2,right_base,104.89629364013672,106.31391143798828,0.6162451505661011,0.8546199202537537,True
0,41,0,1,0,root,89.84994506835938,88.63546752929688,0.5492164492607117,0.8135578632354736,True
0,41,0,1,1,left_base,75.67867279052734,103.6784896850586,0.5951812267303467,0.8471841216087341,True
0,41,0,1,2,right_base,104.89543914794922,105.02864837646484,0.6156242489814758,0.8503405451774597,True
0,42,0,1,0,root,89.80833435058594,86.63126373291016,0.5516903400421143,0.8063883781433105,True
0,42,0,1,1,left_base,75.41203308105469,101.56477355957031,0.5980790853500366,0.8405172824859619,True
0,42,0,1,2,right_base,104.85875701904297,103.09935760498047,0.6171461939811707,0.8441030383110046,True
0,43,0,1,0,root,89.69864654541016,83.89244079589844,0.5465021729469299,0.7967907786369324,True
0,43,0,1,1,left_base,74.98937225341797,98.74225616455078,0.5970350503921509,0.8313743472099304,True
0,43,0,1,2,right_base,104.75465393066406,100.53508758544922,0.6085571646690369,0.8354977369308472,True
0,44,0,1,0,root,89.5700454711914,80.46119689941406,0.5305353403091431,0.7850652933120728,True
0,44,0,1,1,left_base,74.46488952636719,95.28331756591797,0.5868237018585205,0.8199807405471802,True
0,44,0,1,2,right_base,104.63312530517578,97.40247344970703,0.5949575901031494,0.8247126936912537,True
0,45,0,1,0,root,89.54784393310547,76.50473022460938,0.519740641117096,0.7710636258125305,True
0,45,0,1,1,left_base,73.97003936767578,91.38764190673828,0.5773689150810242,0.8061720728874207,True
0,45,0,1,2,right_base,104.63874053955078,93.86920166015625,0.5812066197395325,0.8115510940551758,True
0,46,0,1,0,root,90.16211700439453,72.33585357666016,0.5189375281333923,0.755028486251831,True
0,46,0,1,1,left_base,74.03340911865234,87.37580871582031,0.5849639773368835,0.7902261018753052,True
0,46,0,1,2,right_base,105.29817962646484,90.20547485351562,0.5903608798980713,0.7962828874588013,True
0,47,0,1,0,root,91.54920196533203,68.31413269042969,0.5059508085250854,0.7367281317710876,True
0,47,0,1,1,left_base,74.75707244873047,83.6124496459961,0.5691151022911072,0.7718587517738342,True
0,47,0,1,2,right_base,106.73577880859375,86.7536849975586,0.5834490656852722,0.7787377238273621,True
0,48,0,1,0,root,94.00092315673828,65.25230407714844,0.5150438547134399,0.7173058390617371,True
0,48,0,1,1,left_base,76.49121856689453,80.91688537597656,0.5860840082168579,0.7522767186164856,True
0,48,0,1,2,right_base,109.27298736572266,84.12599182128906,0.61592036485672,0.7602545022964478,True
0,49,0,1,0,root,97.30921936035156,63.73853302001953,0.5141690969467163,0.6972882747650146,True
0,49,0,1,1,left_base,79.05435180664062,79.7828369140625,0.5848207473754883,0.7321754097938538,True
0,49,0,1,2,right_base,112.69425964355469,82.86080932617188,0.6111012697219849,0.7413245439529419,True
0,50,0,1,0,root,101.56155395507812,64.09776306152344,0.513278603553772,0.677352786064148,True
0,50,0,1,1,left_base,82.48800659179688,80.45671081542969,0.572405219078064,0.7121728658676147,True
0,50,0,1,2,right_base,116.9977798461914,83.29866027832031,0.6002256870269775,0.7225589752197266,True
0,51,0,1,0,root,106.7437973022461,66.37938690185547,0.5273423790931702,0.6581407785415649,True
0,51,0,1,1,left_base,86.80638122558594,82.9818115234375,0.5850043296813965,0.6929235458374023,True
0,51,0,1,2,right_base,122.16265106201172,85.50659942626953,0.6106421947479248,0.704429566860199,True
0,52,0,1,0,root,112.4980239868164,69.92015075683594,0.5156230926513672,0.6397982239723206,True
0,52,0,1,1,left_base,91.7126693725586,86.7579574584961,0.586467981338501,0.6746160984039307,True
0,52,0,1,2,right_base,127.89354705810547,88.86359405517578,0.6223110556602478,0.6869730353355408,True
0,53,0,1,0,root,118.56671142578125,73.916015625,0.5018900632858276,0.622206449508667,True
0,53,0,1,1,left_base,96.9577865600586,91.04081726074219,0.5772414803504944,0.6570903658866882,True
0,53,0,1,2,right_base,133.96031188964844,92.68443298339844,0.6124826073646545,0.6699750423431396,True
0,54,0,1,0,root,124.8504867553711,77.82532501220703,0.46791473031044006,0.605165421962738,True
0,54,0,1,1,left_base,102.42068481445312,95.31897735595703,0.5346250534057617,0.6400908827781677,True
0,54,0,1,2,right_base,140.2639923095703,96.53133392333984,0.5432968735694885,0.6532118320465088,True
0,55,0,1,0,root,131.35650634765625,81.6496353149414,0.43021661043167114,0.5892809629440308,True
0,55,0,1,1,left_base,108.11846160888672,99.5140380859375,0.5070017576217651,0.6242998242378235,True
0,55,0,1,2,right_base,146.78665161132812,100.34820556640625,0.5168262124061584,0.6374096870422363,True
0,56,0,1,0,root,137.65231323242188,85.35942077636719,0.41527849435806274,0.5744436979293823,True
0,56,0,1,1,left_base,113.62059020996094,103.56730651855469,0.48894762992858887,0.6096010804176331,True
0,56,0,1,2,right_base,153.11419677734375,104.12823486328125,0.5048726201057434,0.6224836707115173,True
0,57,0,1,0,root,143.45968627929688,89.321044921875,0.39002126455307007,0.5607139468193054,True
0,57,0,1,1,left_base,118.63351440429688,107.87771606445312,0.47694751620292664,0.5958501696586609,True
0,57,0,1,2,right_base,158.9390411376953,108.23979949951172,0.49213987588882446,0.6085382699966431,True
0,58,0,1,0,root,148.9129638671875,94.01102447509766,0.3748747706413269,0.5484916567802429,True
0,58,0,1,1,left_base,123.33243560791016,112.89167785644531,0.45275968313217163,0.5834866166114807,True
0,58,0,1,2,right_base,164.3978729248047,113.06543731689453,0.47238701581954956,0.5960060358047485,True
0,59,0,1,0,root,153.999755859375,99.66322326660156,0.3702374994754791,0.5378425121307373,True
0,59,0,1,1,left_base,127.75580596923828,118.81243896484375,0.43749237060546875,0.572685182094574,True
0,59,0,1,2,right_base,169.5208282470703,118.76128387451172,0.45743328332901,0.5849658846855164,True
0,60,0,1,0,root,158.7687225341797,106.045654296875,0.3574635088443756,0.5282139778137207,True
0,60,0,1,1,left_base,131.93923950195312,125.41312408447266,0.41835296154022217,0.5629445314407349,True
0,60,0,1,2,right_base,174.38894653320312,125.15422058105469,0.4414972960948944,0.574812114238739,True
0,61,0,1,0,root,162.79505920410156,113.2947998046875,0.33802324533462524,0.5203531980514526,True
0,61,0,1,1,left_base,135.57421875,132.76808166503906,0.3959205150604248,0.5551596283912659,True
0,61,0,1,2,right_base,178.6559295654297,132.2902374267578,0.4020114839076996,0.5662804841995239,True
0,62,0,1,0,root,165.47824096679688,121.26421356201172,0.3214608132839203,0.5153302550315857,True
0,62,0,1,1,left_base,138.21083068847656,140.67001342773438,0.37515774369239807,0.5505397319793701,True
0,62,0,1,2,right_base,181.78253173828125,139.86672973632812,0.3833959996700287,0.5605369210243225,True
0,63,0,1,0,root,166.4278106689453,129.3590087890625,0.29439154267311096,0.513412356376648,True
0,63,0,1,1,left_base,139.5089874267578,148.51568603515625,0.34995412826538086,0.5493695139884949,True
0,63,0,1,2,right_base,183.38671875,147.30380249023438,0.35081323981285095,0.5578765273094177,True
0,64,0,1,0,root,165.9491729736328,137.023681640625,0.26838037371635437,0.514703631401062,True
0,64,0,1,1,left_base,139.74893188476562,155.7498016357422,0.3219018578529358,0.5517300963401794,True
0,64,0,1,2,right_base,183.69642639160156,154.06219482421875,0.32006773352622986,0.5584641695022583,True
0,65,0,1,0,root,164.7424774169922,144.181396484375,0.2587757110595703,0.5188099145889282,True
0,65,0,1,1,left_base,139.51321411132812,162.34786987304688,0.30527013540267944,0.5570552945137024,True
0,65,0,1,2,right_base,183.28372192382812,160.134033203125,0.3075885772705078,0.5619303584098816,True
0,66,0,1,0,root,163.14385986328125,150.47329711914062,0.2544538974761963,0.5249870419502258,True
0,66,0,1,1,left_base,138.9964141845703,168.00534057617188,0.29918599128723145,0.5644637942314148,True
0,66,0,1,2,right_base,182.39622497558594,165.31817626953125,0.29688841104507446,0.5675164461135864,True
0,67,0,1,0,root,161.47047424316406,155.83009338378906,0.25368112325668335,0.5320096611976624,True
0,67,0,1,1,left_base,138.3760986328125,172.79364013671875,0.29065772891044617,0.5725177526473999,True
0,67,0,1,2,right_base,181.3214111328125,169.7481689453125,0.2950138449668884,0.5738934278488159,True
0,68,0,1,0,root,159.8629608154297,160.3270263671875,0.2482052594423294,0.5397117733955383,True
0,68,0,1,1,left_base,137.74168395996094,176.78135681152344,0.28977298736572266,0.5810465812683105,True
0,68,0,1,2,right_base,180.1653594970703,173.47476196289062,0.2914237082004547,0.5809772610664368,True
0,69,0,1,0,root,159.51388549804688,162.67088317871094,0.2575608491897583,0.5458191633224487,True
0,69,0,1,1,left_base,138.16973876953125,178.83262634277344,0.2909657061100006,0.5878801941871643,True
0,69,0,1,2,right_base,180.1833038330078,175.3002166748047,0.2967625558376312,0.5864521861076355,True
0,70,0,1,0,root,159.12149047851562,162.53616333007812,0.2722972631454468,0.5471355319023132,True
0,70,0,1,1,left_base,138.20361328125,178.7738800048828,0.3025192618370056,0.5895609855651855,True
0,70,0,1,2,right_base,180.1621551513672,175.18609619140625,0.3070710301399231,0.5871038436889648,True
0,71,0,1,0,root,158.2053985595703,162.07569885253906,0.3030143976211548,0.5472779273986816,True
0,71,0,1,1,left_base,137.59951782226562,178.4218292236328,0.3370378315448761,0.5899333357810974,True
0,71,0,1,2,right_base,179.57870483398438,174.85096740722656,0.33938997983932495,0.5866935849189758,True
0,72,0,1,0,root,157.36537170410156,161.52749633789062,0.3176399767398834,0.5473894476890564,True
0,72,0,1,1,left_base,136.95106506347656,177.9234161376953,0.35451552271842957,0.5902044773101807,True
0,72,0,1,2,right_base,178.94822692871094,174.4595947265625,0.35133248567581177,0.5864126682281494,True
0,73,0,1,0,root,156.77012634277344,161.00425720214844,0.3312912583351135,0.547447681427002,True
0,73,0,1,1,left_base,136.42910766601562,177.4170684814453,0.36770308017730713,0.5903300642967224,True
0,73,0,1,2,right_base,178.453369140625,174.1669921875,0.36652839183807373,0.5861507654190063,True
0,74,0,1,0,root,156.13734436035156,160.47903442382812,0.3364247679710388,0.5467104315757751,True
0,74,0,1,1,left_base,135.8514404296875,176.9186248779297,0.37651774287223816,0.5896867513656616,True
0,74,0,1,2,right_base,177.96803283691406,173.9581756591797,0.37313804030418396,0.5849869251251221,True
0,75,0,1,0,root,155.95848083496094,159.1641845703125,0.34161049127578735,0.5443776249885559,True
0,75,0,1,1,left_base,135.590576171875,175.6977996826172,0.37877708673477173,0.5874300599098206,True
0,75,0,1,2,right_base,177.92689514160156,173.15090942382812,0.37714383006095886,0.5821720361709595,True
0,76,0,1,0,root,157.438232421875,156.0211944580078,0.35133445262908936,0.5395075082778931,True
0,76,0,1,1,left_base,136.52415466308594,172.86093139648438,0.38052690029144287,0.5822778344154358,True
0,76,0,1,2,right_base,179.2836151123047,170.86154174804688,0.38404136896133423,0.5770441293716431,True
0,77,0,1,0,root,160.7096710205078,151.2237091064453,0.356794536113739,0.5335668325424194,True
0,77,0,1,1,left_base,138.85777282714844,168.48565673828125,0.3868717849254608,0.5757945775985718,True
0,77,0,1,2,right_base,182.1287078857422,167.1549072265625,0.3896799087524414,0.5710883140563965,True
0,78,0,2,0,root,165.3263397216797,145.4375,0.3551638722419739,0.5276740789413452,True
0,78,0,2,1,left_base,142.28701782226562,163.18527221679688,0.38955608010292053,0.5691270232200623,True
0,78,0,2,2,right_base,186.0568389892578,162.61325073242188,0.38745105266571045,0.5653138756752014,True
0,79,0,2,0,root,170.5360107421875,138.77024841308594,0.33938348293304443,0.5241348147392273,True
0,79,0,2,1,left_base,146.2324676513672,156.8480682373047,0.3802757263183594,0.5647702813148499,True
0,79,0,2,2,right_base,190.27023315429688,157.1531219482422,0.3760126531124115,0.5621508359909058,True
0,80,0,2,0,root,175.9772186279297,131.7242889404297,0.3439696729183197,0.5245330929756165,True
0,80,0,2,1,left_base,150.48220825195312,149.89578247070312,0.377713680267334,0.5643060207366943,True
0,80,0,2,2,right_base,194.41395568847656,151.22311401367188,0.3772192597389221,0.5630577802658081,True
0,81,0,2,0,root,180.96954345703125,125.13797760009766,0.33186253905296326,0.5298100709915161,True
0,81,0,2,1,left_base,154.5705108642578,143.1679229736328,0.3680066764354706,0.5686875581741333,True
0,81,0,2,2,right_base,197.963134765625,145.553955078125,0.3712898790836334,0.5687920451164246,True
0,82,0,2,0,root,184.90489196777344,119.14390563964844,0.32755813002586365,0.5399131774902344,True
0,82,0,2,1,left_base,158.0480499267578,136.90655517578125,0.37048497796058655,0.5779233574867249,True
0,82,0,2,2,right_base,200.5341033935547,140.21319580078125,0.3633420169353485,0.579160749912262,True
0,83,0,2,0,root,187.1873016357422,114.34548950195312,0.31766021251678467,0.5545044541358948,True
0,83,0,2,1,left_base,160.4084930419922,131.80320739746094,0.3529540002346039,0.5917412638664246,True
0,83,0,2,2,right_base,201.73875427246094,135.7394256591797,0.35659095644950867,0.5937174558639526,True
0,84,0,2,0,root,187.07861328125,111.64107513427734,0.31479331851005554,0.5733751654624939,True
0,84,0,2,1,left_base,160.9644775390625,128.76795959472656,0.3587499260902405,0.6100670695304871,True
0,84,0,2,2,right_base,200.99415588378906,132.92149353027344,0.3541160225868225,0.6122602820396423,True
0,85,0,2,0,root,185.35435485839844,110.34886932373047,0.345632404088974,0.5948969721794128,True
0,85,0,2,1,left_base,160.21331787109375,127.1521224975586,0.3950622081756592,0.6311585903167725,True
0,85,0,2,2,right_base,198.91128540039062,131.25796508789062,0.39216628670692444,0.6332912445068359,True
0,86,0,2,0,root,182.71920776367188,110.28827667236328,0.368926465511322,0.6179403066635132,True
0,86,0,2,1,left_base,158.64044189453125,126.74344635009766,0.43093690276145935,0.6537684202194214,True
0,86,0,2,2,right_base,196.02603149414062,130.71295166015625,0.4221964478492737,0.6557558178901672,True
0,87,0,2,0,root,180.10081481933594,111.3182601928711,0.37300366163253784,0.6413123607635498,True
0,87,0,2,1,left_base,157.06211853027344,127.43445587158203,0.4379265010356903,0.6767046451568604,True
0,87,0,2,2,right_base,193.21827697753906,131.19830322265625,0.4260830581188202,0.6784862875938416,True
0,88,0,2,0,root,177.7639923095703,113.19599151611328,0.3860752284526825,0.6634937524795532,True
0,88,0,2,1,left_base,155.66116333007812,128.99066162109375,0.4494195282459259,0.6984689831733704,True
0,88,0,2,2,right_base,190.73060607910156,132.5362091064453,0.44171342253685,0.7000142335891724,True
0,89,0,2,0,root,176.151611328125,115.51528930664062,0.39500904083251953,0.6831267476081848,True
0,89,0,2,1,left_base,154.817626953125,131.0065460205078,0.45521867275238037,0.7177698016166687,True
0,89,0,2,2,right_base,188.97821044921875,134.34112548828125,0.4504449665546417,0.7191089987754822,True
0,90,0,2,0,root,175.4154815673828,117.97713470458984,0.39782121777534485,0.6996568441390991,True
0,90,0,2,1,left_base,154.64291381835938,133.12875366210938,0.4686029553413391,0.7341253161430359,True
0,90,0,2,2,right_base,188.0596466064453,136.32298278808594,0.46091264486312866,0.735358715057373,True
0,91,0,2,0,root,175.2749481201172,120.50435638427734,0.40595051646232605,0.7133705615997314,True
0,91,0,2,1,left_base,154.8905029296875,135.26296997070312,0.47990691661834717,0.7478379607200623,True
0,91,0,2,2,right_base,187.6953125,138.39402770996094,0.47469958662986755,0.7490701079368591,True
0,92,0,2,0,root,175.6359100341797,122.9378662109375,0.39776647090911865,0.7246485352516174,True
0,92,0,2,1,left_base,155.51210021972656,137.29452514648438,0.48452383279800415,0.7592226266860962,True
0,92,0,2,2,right_base,187.81591796875,140.4066619873047,0.4805413782596588,0.7605224251747131,True
0,93,0,2,0,root,176.19873046875,125.15494537353516,0.4307596683502197,0.7339897155761719,True
0,93,0,2,1,left_base,156.25375366210938,139.12806701660156,0.5058771371841431,0.7687193751335144,True
0,93,0,2,2,right_base,188.14427185058594,142.25112915039062,0.5142016410827637,0.7701175212860107,True
0,94,0,2,0,root,176.75274658203125,127.15843200683594,0.44461801648139954,0.7422062158584595,True
0,94,0,2,1,left_base,156.95237731933594,140.78115844726562,0.52092444896698,0.7770957350730896,True
